estudio_ini,estudio_fin,impacto_ini,impacto_fin,segmento,arquetipo_ganador,n_arquetipos,n_efectivo,codigos_arquetipos,p_valor_bootstrap_arquetipo,ratio_replicacion,dsr,holdout_pct,pct_dias_gana_segmento,kill_switch_1_0,ev_historico_cop_kwh,supera_capacidad_1_0,mae_f1_promedio_pp,candidata_1_0,valida_cheap_1_0
2024-12-09,2025-03-08,2025-03-09,2025-03-15,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.592,0.363,1.0,,0.0,0,-36.69,1,,0,0
2025-01-08,2025-04-07,2025-04-08,2025-04-14,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Trader no regulado,Trader no regulado",0.01,0.378,0.001,,85.7,0,-18.4,0,,0,0
2025-01-08,2025-04-07,2025-04-08,2025-04-14,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.0299,-1.783,1.0,,100.0,0,22.91,0,,0,0
2025-01-08,2025-04-07,2025-04-08,2025-04-14,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5622,0.543,1.0,,14.3,0,-27.77,1,,0,0
2025-02-07,2025-05-07,2025-05-08,2025-05-14,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,2.974,1.0,,100.0,0,80.12,0,,1,1
2025-02-07,2025-05-07,2025-05-08,2025-05-14,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Trader no regulado,Trader no regulado",0.005,-1.274,0.87,,100.0,0,-0.14,0,,0,0
2025-02-07,2025-05-07,2025-05-08,2025-05-14,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5572,0.182,1.0,,28.6,0,-15.81,1,,0,0
2025-03-09,2025-06-06,2025-06-07,2025-06-13,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Trader expuesto a bolsa (sin cobertura),Trader expuesto a bolsa (sin cobertura)",0.005,1.16,0.981,,100.0,0,39.69,0,,1,1
2025-03-09,2025-06-06,2025-06-07,2025-06-13,MEDIANO,Comercializador regulado,4,4,"Comercializador regulado,Trader con sobrecobertura de contratos",0.005,-6.85,0.999,,100.0,0,0.27,0,,0,0
2025-03-09,2025-06-06,2025-06-07,2025-06-13,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",0.5323,0.469,1.0,,85.7,0,-15.01,1,,0,0
2025-04-08,2025-07-06,2025-07-07,2025-07-13,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,0.787,0.999,,100.0,0,21.27,0,,1,1
2025-04-08,2025-07-06,2025-07-07,2025-07-13,MEDIANO,Trader no regulado,3,3,Trader no regulado,0.005,-0.628,0.004,,100.0,0,-14.55,0,,0,0
2025-04-08,2025-07-06,2025-07-07,2025-07-13,GRANDE,Integrado/regional regulado,1,1,Integrado/regional regulado,0.4876,1.653,1.0,,57.1,0,-19.13,1,,0,0
2025-05-08,2025-08-05,2025-08-06,2025-08-12,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,Trader expuesto a bolsa (sin cobertura),0.005,0.6,1.0,,100.0,0,2.12,0,,1,1
2025-05-08,2025-08-05,2025-08-06,2025-08-12,MEDIANO,Integrado/regional regulado,2,2,Integrado/regional regulado,0.0398,1.134,0.0,,85.7,0,-37.58,0,,0,0
2025-05-08,2025-08-05,2025-08-06,2025-08-12,GRANDE,Integrado/regional regulado,1,1,Integrado/regional regulado,0.4577,1.851,1.0,,57.1,0,-25.88,1,,0,0
2025-06-07,2025-09-04,2025-09-05,2025-09-11,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.088,0.504,,100.0,0,-2.99,0,,0,0
2025-06-07,2025-09-04,2025-09-05,2025-09-11,MEDIANO,Integrado/regional regulado,3,3,"Integrado/regional regulado,Trader con sobrecobertura de contratos",0.4279,4.119,0.0,,100.0,0,-28.01,0,,0,0
2025-06-07,2025-09-04,2025-09-05,2025-09-11,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado",0.5075,1.96,1.0,,14.3,0,-34.83,1,,0,0
2025-07-07,2025-10-04,2025-10-05,2025-10-11,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.022,0.992,,100.0,0,4.86,0,,1,1
2025-07-07,2025-10-04,2025-10-05,2025-10-11,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado",0.5224,0.992,1.0,,57.1,0,-32.17,1,,0,0
2025-07-07,2025-10-04,2025-10-05,2025-10-11,MEDIANO,Integrado/regional regulado,3,3,"Integrado/regional regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",1.0,0.961,0.0,,100.0,0,-32.77,0,,0,0
2025-08-06,2025-11-03,2025-11-04,2025-11-10,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,3.416,0.984,,100.0,0,35.52,0,,1,1
2025-08-06,2025-11-03,2025-11-04,2025-11-10,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Integrado/regional regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,0.551,0.0,,100.0,0,-18.92,0,,0,0
2025-08-06,2025-11-03,2025-11-04,2025-11-10,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado",0.5174,0.6,1.0,,57.1,0,-23.54,1,,0,0
2025-09-05,2025-12-03,2025-12-04,2025-12-10,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura),Trader expuesto a bolsa (sin cobertura)",0.005,2.578,0.998,,100.0,0,30.41,0,,1,1
2025-09-05,2025-12-03,2025-12-04,2025-12-10,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Integrado/regional regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,0.606,0.0,,71.4,0,-17.84,0,,0,0
2025-09-05,2025-12-03,2025-12-04,2025-12-10,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado",0.5174,0.694,1.0,,57.1,0,-23.38,1,,0,0
2025-10-05,2026-01-02,2026-01-03,2026-01-09,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Integrado/regional regulado,Trader con sobrecobertura de contratos",0.005,1.814,0.0,,100.0,0,-41.24,0,,0,0
2025-10-05,2026-01-02,2026-01-03,2026-01-09,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-3.937,0.01,,57.1,0,-76.02,0,,0,0
2025-10-05,2026-01-02,2026-01-03,2026-01-09,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado",0.4925,1.855,1.0,,42.9,0,-44.0,1,,0,0
2025-11-04,2026-02-01,2026-02-02,2026-02-08,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,6.322,1.0,,100.0,0,67.13,0,,1,1
2025-11-04,2026-02-01,2026-02-02,2026-02-08,MEDIANO,Trader con sobrecobertura de contratos,4,4,"Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,1.328,0.0,,100.0,0,-36.72,0,,0,0
2025-11-04,2026-02-01,2026-02-02,2026-02-08,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado",0.4627,0.897,1.0,,0.0,0,-28.09,1,,0,0
2025-12-04,2026-03-03,2026-03-04,2026-03-10,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,2.084,0.837,,100.0,0,77.25,0,,0,0
2025-12-04,2026-03-03,2026-03-04,2026-03-10,MEDIANO,Trader no regulado,4,4,"Integrado/regional regulado,Trader no regulado",0.005,-0.595,0.355,,100.0,0,-1.38,0,,0,0
2025-12-04,2026-03-03,2026-03-04,2026-03-10,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado",0.4726,0.891,1.0,,0.0,0,-21.56,1,,0,0
2026-01-03,2026-04-02,2026-04-03,2026-04-09,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.391,0.701,,100.0,0,6.51,0,,0,0
2026-01-03,2026-04-02,2026-04-03,2026-04-09,MEDIANO,Trader no regulado,4,4,"Integrado/regional regulado,Trader no regulado",0.005,5.422,0.0,,100.0,0,-35.38,0,,0,0
2026-01-03,2026-04-02,2026-04-03,2026-04-09,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado",0.4577,1.685,1.0,,14.3,0,-46.13,1,,0,0
2026-02-02,2026-05-02,2026-05-03,2026-05-09,MEDIANO,Trader no regulado,4,4,"Integrado/regional regulado,Trader no regulado",0.005,2.984,0.0,,100.0,0,-65.58,0,,0,0
2026-02-02,2026-05-02,2026-05-03,2026-05-09,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-1.803,0.003,,57.1,1,-90.41,0,,0,0
2026-02-02,2026-05-02,2026-05-03,2026-05-09,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado",0.5522,1.827,1.0,,71.4,0,-64.67,1,,0,0
2026-03-04,2026-06-01,2026-06-02,2026-06-08,MEDIANO,Trader no regulado,4,4,"Integrado/regional regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader no regulado",0.005,1.468,0.0,,100.0,0,-68.6,0,,0,0
2026-03-04,2026-06-01,2026-06-02,2026-06-08,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,2.567,0.0,,100.0,1,-133.33,0,,0,0
2026-03-04,2026-06-01,2026-06-02,2026-06-08,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado",0.5572,1.792,1.0,,0.0,1,-91.27,1,,0,0
2026-04-03,2026-07-01,2026-07-02,2026-07-08,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.294,0.0,,100.0,1,-150.2,0,,0,0
2026-04-03,2026-07-01,2026-07-02,2026-07-08,MEDIANO,Integrado/regional regulado,4,4,"Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader no regulado",0.0249,1.093,0.0,,100.0,1,-71.66,0,,0,0
2026-04-03,2026-07-01,2026-07-02,2026-07-08,GRANDE,Integrado/regional regulado,1,1,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado",0.5373,1.718,1.0,,0.0,1,-119.49,1,,0,0
