estudio_ini,estudio_fin,impacto_ini,impacto_fin,segmento,arquetipo_ganador,n_arquetipos,n_efectivo,codigos_arquetipos,p_valor_bootstrap_arquetipo,ratio_replicacion,dsr,holdout_pct,pct_dias_gana_segmento,kill_switch_1_0,ev_historico_cop_kwh,supera_capacidad_1_0,mae_f1_promedio_pp,candidata_1_0,valida_cheap_1_0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,PEQUEÑO,Trader no regulado,3,3,Trader no regulado,0.005,-0.032,0.037,,0.0,0,-42.56,0,,0,0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,MEDIANO,Trader no regulado,2,2,Trader no regulado,1.0,0.905,1.0,,100.0,0,62.9,0,,0,0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,GRANDE,Comercializador regulado,1,1,Comercializador regulado,1.0,0.964,1.0,,71.4,0,58.56,1,,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,PEQUEÑO,Trader no regulado,3,3,Trader no regulado,0.005,0.434,0.694,,0.0,0,-35.86,0,,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,MEDIANO,Trader no regulado,2,2,Trader no regulado,1.0,0.95,1.0,,100.0,0,64.73,0,,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,GRANDE,Comercializador regulado,1,1,Comercializador regulado,1.0,0.967,1.0,,57.1,0,57.92,1,,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,Trader expuesto a bolsa (sin cobertura),0.005,0.99,1.0,,100.0,0,74.76,0,,1,1
2018-07-14,2018-10-11,2018-10-12,2018-10-18,MEDIANO,Trader no regulado,2,2,Trader no regulado,1.0,0.984,1.0,,100.0,0,64.26,0,,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,GRANDE,Comercializador regulado,1,1,Comercializador regulado,1.0,0.983,1.0,,0.0,0,57.51,1,,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.092,0.99,,100.0,0,108.13,0,,1,1
2018-08-13,2018-11-10,2018-11-11,2018-11-17,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado",1.0,1.07,0.997,,100.0,0,91.31,0,,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.998,1.0,,0.0,0,56.45,1,,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,MEDIANO,Comercializador mixto,3,3,"Comercializador mixto,Trader no regulado",0.005,0.591,0.985,,85.7,0,53.43,0,,1,1
2018-09-12,2018-12-10,2018-12-11,2018-12-17,PEQUEÑO,Comercializador mixto,3,3,"Comercializador mixto,Trader no regulado",0.005,1.486,0.817,,57.1,0,47.35,0,,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.893,1.0,,100.0,0,50.47,1,,0,0
2018-10-12,2019-01-09,2019-01-10,2019-01-16,MEDIANO,Comercializador mixto,3,3,"Comercializador mixto,Trader no regulado",0.005,0.632,0.999,,100.0,0,49.38,0,,1,1
2018-10-12,2019-01-09,2019-01-10,2019-01-16,PEQUEÑO,Comercializador mixto,3,3,"Comercializador mixto,Comercializador regulado",0.005,0.926,1.0,,100.0,0,30.21,0,,1,1
2018-10-12,2019-01-09,2019-01-10,2019-01-16,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.753,1.0,,100.0,0,42.18,1,,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,MEDIANO,Trader no regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.1294,0.919,0.993,,100.0,0,48.96,0,,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,PEQUEÑO,Comercializador regulado,3,3,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.9652,0.845,0.958,,100.0,0,31.4,0,,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.798,1.0,,100.0,0,32.88,1,,0,0
2018-12-11,2019-03-10,2019-03-11,2019-03-17,MEDIANO,Trader no regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,0.984,1.0,,100.0,0,48.26,0,,1,1
2018-12-11,2019-03-10,2019-03-11,2019-03-17,PEQUEÑO,Comercializador regulado,3,3,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.0398,1.013,1.0,,100.0,0,30.52,0,,1,1
2018-12-11,2019-03-10,2019-03-11,2019-03-17,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.121,1.0,,85.7,0,30.56,1,,0,0
2019-01-10,2019-04-09,2019-04-10,2019-04-16,MEDIANO,Trader no regulado,2,2,"Comercializador regulado,Trader no regulado",0.005,0.99,1.0,,100.0,0,47.27,0,,0,0
2019-01-10,2019-04-09,2019-04-10,2019-04-16,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.01,0.99,1.0,,100.0,0,47.27,0,,1,1
2019-01-10,2019-04-09,2019-04-10,2019-04-16,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.245,1.0,,0.0,0,35.05,1,,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.352,1.0,,100.0,0,62.33,0,,1,1
2019-02-09,2019-05-09,2019-05-10,2019-05-16,MEDIANO,Trader no regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.199,1.0,,85.7,0,55.84,0,,1,1
2019-02-09,2019-05-09,2019-05-10,2019-05-16,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.359,1.0,,71.4,0,42.12,1,,0,0
2019-03-11,2019-06-08,2019-06-09,2019-06-15,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado",0.005,1.438,1.0,,100.0,0,66.56,0,,0,0
2019-03-11,2019-06-08,2019-06-09,2019-06-15,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.3234,1.935,1.0,,100.0,0,87.91,0,,0,0
2019-03-11,2019-06-08,2019-06-09,2019-06-15,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.139,1.0,,57.1,0,44.27,1,,0,0
2019-04-10,2019-07-08,2019-07-09,2019-07-15,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.093,0.999,,100.0,0,86.72,0,,1,1
2019-04-10,2019-07-08,2019-07-09,2019-07-15,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.999,1.0,,85.7,0,47.1,1,,0,0
2019-04-10,2019-07-08,2019-07-09,2019-07-15,MEDIANO,Comercializador regulado,2,2,"Comercializador regulado,Trader no regulado",1.0,0.996,0.999,,100.0,0,49.69,0,,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,0.798,0.999,,100.0,0,69.34,0,,1,1
2019-05-10,2019-08-07,2019-08-08,2019-08-14,MEDIANO,Comercializador regulado,2,2,"Trader no regulado,Trader no regulado",1.0,0.863,1.0,,85.7,0,55.55,0,,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.933,1.0,,71.4,0,44.33,1,,0,0
2019-06-09,2019-09-06,2019-09-07,2019-09-13,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,0.48,0.979,,100.0,0,43.73,0,,0,0
2019-06-09,2019-09-06,2019-09-07,2019-09-13,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado",1.0,0.661,0.996,,85.7,0,43.73,0,,0,0
2019-06-09,2019-09-06,2019-09-07,2019-09-13,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.818,1.0,,71.4,0,38.51,1,,0,0
2019-07-09,2019-10-06,2019-10-07,2019-10-13,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado",0.005,0.643,1.0,,100.0,0,42.39,0,,1,1
2019-07-09,2019-10-06,2019-10-07,2019-10-13,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado",1.0,0.788,1.0,,100.0,0,42.39,0,,0,0
2019-07-09,2019-10-06,2019-10-07,2019-10-13,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.583,1.0,,14.3,0,25.74,1,,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.966,1.0,,100.0,0,41.82,0,,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado",0.8657,0.967,1.0,,100.0,0,41.82,0,,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.87,1.0,,28.6,0,32.35,1,,0,0
2019-09-07,2019-12-05,2019-12-06,2019-12-12,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.983,1.0,,100.0,0,41.94,0,,0,0
2019-09-07,2019-12-05,2019-12-06,2019-12-12,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado",0.0299,0.983,1.0,,100.0,0,41.94,0,,1,1
2019-09-07,2019-12-05,2019-12-06,2019-12-12,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.926,1.0,,100.0,0,30.7,1,,0,0
2019-10-07,2020-01-04,2020-01-05,2020-01-11,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.913,1.0,,100.0,0,38.93,0,,0,0
2019-10-07,2020-01-04,2020-01-05,2020-01-11,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado",0.0149,0.911,1.0,,100.0,0,38.09,0,,1,1
2019-10-07,2020-01-04,2020-01-05,2020-01-11,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.925,1.0,,0.0,0,30.52,1,,0,0
2019-11-06,2020-02-03,2020-02-04,2020-02-10,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.919,1.0,,100.0,0,38.3,0,,0,0
2019-11-06,2020-02-03,2020-02-04,2020-02-10,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado",0.005,0.919,1.0,,100.0,0,38.3,0,,1,1
2019-11-06,2020-02-03,2020-02-04,2020-02-10,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.68,1.0,,100.0,0,19.69,1,,0,0
2019-12-06,2020-03-04,2020-03-05,2020-03-11,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.998,1.0,,100.0,0,38.57,0,,0,0
2019-12-06,2020-03-04,2020-03-05,2020-03-11,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.998,1.0,,100.0,0,38.57,0,,1,1
2019-12-06,2020-03-04,2020-03-05,2020-03-11,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.032,1.0,,100.0,0,15.14,1,,0,0
2020-01-05,2020-04-03,2020-04-04,2020-04-10,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.981,0.997,,100.0,0,37.7,0,,0,0
2020-01-05,2020-04-03,2020-04-04,2020-04-10,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.981,0.991,,100.0,0,37.7,0,,1,1
2020-01-05,2020-04-03,2020-04-04,2020-04-10,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.616,1.0,,100.0,0,26.9,1,,0,0
2020-02-04,2020-05-03,2020-05-04,2020-05-10,MEDIANO,Trader no regulado,2,2,"Trader no regulado,Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.995,1.0,,100.0,0,37.95,0,,0,0
2020-02-04,2020-05-03,2020-05-04,2020-05-10,PEQUEÑO,Comercializador regulado,3,3,"Trader expuesto a bolsa (sin cobertura),Trader no regulado,Trader no regulado,Trader no regulado",0.005,0.995,1.0,,100.0,0,37.95,0,,1,1
2020-02-04,2020-05-03,2020-05-04,2020-05-10,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.172,1.0,,14.3,0,23.06,1,,0,0
2020-03-05,2020-06-02,2020-06-03,2020-06-09,MEDIANO,Trader no regulado,2,2,"Comercializador regulado,Trader no regulado,Trader no regulado",0.005,1.017,0.978,,100.0,0,38.62,0,,0,0
2020-03-05,2020-06-02,2020-06-03,2020-06-09,PEQUEÑO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.031,0.877,,100.0,0,19.85,0,,0,0
2020-03-05,2020-06-02,2020-06-03,2020-06-09,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.921,1.0,,28.6,0,28.41,1,,0,0
2020-04-04,2020-07-02,2020-07-03,2020-07-09,MEDIANO,Trader no regulado,2,2,"Comercializador regulado,Trader no regulado",0.005,1.119,1.0,,42.9,0,38.57,0,,0,0
2020-04-04,2020-07-02,2020-07-03,2020-07-09,PEQUEÑO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado",0.005,1.075,1.0,,14.3,0,17.8,0,,0,0
2020-04-04,2020-07-02,2020-07-03,2020-07-09,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.155,1.0,,28.6,0,37.85,1,,0,0
2020-05-04,2020-08-01,2020-08-02,2020-08-08,MEDIANO,Trader no regulado,2,2,"Comercializador regulado,Comercializador regulado,Trader no regulado",0.01,1.054,0.998,,85.7,0,38.26,0,,0,0
2020-05-04,2020-08-01,2020-08-02,2020-08-08,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",1.0,5.664,0.995,,100.0,0,66.35,0,,0,0
2020-05-04,2020-08-01,2020-08-02,2020-08-08,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.074,1.0,,14.3,0,37.59,1,,0,0
2020-06-03,2020-08-31,2020-09-01,2020-09-07,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.048,1.0,,100.0,0,59.41,0,,1,1
2020-06-03,2020-08-31,2020-09-01,2020-09-07,MEDIANO,Comercializador regulado,2,2,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.991,1.0,,100.0,0,38.35,0,,0,0
2020-06-03,2020-08-31,2020-09-01,2020-09-07,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.992,1.0,,0.0,0,37.25,1,,0,0
2020-07-03,2020-09-30,2020-10-01,2020-10-07,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,1.017,0.997,,100.0,0,47.56,0,,1,1
2020-07-03,2020-09-30,2020-10-01,2020-10-07,GRANDE,Comercializador regulado,1,1,Comercializador regulado,1.0,0.984,1.0,,0.0,0,37.11,1,,0,0
2020-07-03,2020-09-30,2020-10-01,2020-10-07,MEDIANO,Comercializador regulado,2,2,Comercializador regulado,1.0,0.985,0.999,,14.3,0,35.6,0,,0,0
2020-08-02,2020-10-30,2020-10-31,2020-11-06,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.572,0.999,,57.1,0,34.3,0,,0,0
2020-08-02,2020-10-30,2020-10-31,2020-11-06,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.941,1.0,,0.0,0,35.28,1,,0,0
2020-08-02,2020-10-30,2020-10-31,2020-11-06,MEDIANO,Comercializador regulado,2,2,"Comercializador regulado,Comercializador regulado",1.0,0.9,1.0,,14.3,0,31.35,0,,0,0
2020-09-01,2020-11-29,2020-11-30,2020-12-06,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.466,0.999,,100.0,0,87.87,0,,1,1
2020-09-01,2020-11-29,2020-11-30,2020-12-06,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",0.5423,1.055,1.0,,0.0,0,39.34,1,,0,0
2020-09-01,2020-11-29,2020-11-30,2020-12-06,MEDIANO,Comercializador regulado,2,2,"Comercializador regulado,Comercializador regulado",0.995,1.107,1.0,,0.0,0,37.78,0,,0,0
2020-10-01,2020-12-29,2020-12-30,2021-01-05,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,3,"Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.537,1.0,,100.0,0,65.59,0,,1,1
2020-10-01,2020-12-29,2020-12-30,2021-01-05,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",0.5075,0.956,1.0,,14.3,0,35.07,1,,0,0
2020-10-01,2020-12-29,2020-12-30,2021-01-05,MEDIANO,Comercializador regulado,2,2,"Comercializador regulado,Comercializador regulado",1.0,1.01,1.0,,57.1,0,37.55,0,,0,0
2020-10-31,2021-01-28,2021-01-29,2021-02-04,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador mixto con convocatoria,Trader expuesto a bolsa (sin cobertura)",0.005,0.248,1.0,,28.6,0,13.6,0,,0,0
2020-10-31,2021-01-28,2021-01-29,2021-02-04,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Trader no regulado",0.5373,0.816,0.97,,85.7,0,30.36,0,,0,0
2020-10-31,2021-01-28,2021-01-29,2021-02-04,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",0.5721,0.767,1.0,,85.7,0,27.79,1,,0,0
2020-11-30,2021-02-27,2021-02-28,2021-03-06,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.013,0.993,,57.1,0,36.03,0,,0,0
2020-11-30,2021-02-27,2021-02-28,2021-03-06,MEDIANO,Trader no regulado,3,3,"Comercializador regulado,Trader no regulado",0.2388,0.847,1.0,,28.6,0,28.41,0,,0,0
2020-11-30,2021-02-27,2021-02-28,2021-03-06,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,0.803,1.0,,14.3,0,24.05,1,,0,0
2020-12-30,2021-03-29,2021-03-30,2021-04-05,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.477,0.949,,100.0,0,64.0,0,,0,0
2020-12-30,2021-03-29,2021-03-30,2021-04-05,MEDIANO,Trader no regulado,3,3,"Comercializador regulado,Trader no regulado",0.2687,1.042,0.979,,100.0,0,33.45,0,,0,0
2020-12-30,2021-03-29,2021-03-30,2021-04-05,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.102,1.0,,57.1,0,29.38,1,,0,0
2021-01-29,2021-04-28,2021-04-29,2021-05-05,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.135,1.0,,100.0,0,55.33,0,,1,1
2021-01-29,2021-04-28,2021-04-29,2021-05-05,MEDIANO,Trader no regulado,3,3,"Comercializador regulado,Trader no regulado",0.1692,1.015,1.0,,100.0,0,32.01,0,,0,0
2021-01-29,2021-04-28,2021-04-29,2021-05-05,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",1.0,1.035,1.0,,100.0,0,25.44,1,,0,0
2021-02-28,2021-05-28,2021-05-29,2021-06-04,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Trader expuesto a bolsa (sin cobertura),Trader expuesto a bolsa (sin cobertura)",0.005,1.534,1.0,,100.0,0,65.16,0,,1,1
2021-02-28,2021-05-28,2021-05-29,2021-06-04,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado",0.1095,1.111,1.0,,71.4,0,27.63,0,,0,0
2021-02-28,2021-05-28,2021-05-29,2021-06-04,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",0.5473,1.16,1.0,,71.4,0,32.02,1,,0,0
2021-03-30,2021-06-27,2021-06-28,2021-07-04,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,1.028,1.0,,100.0,0,65.42,0,,1,1
2021-03-30,2021-06-27,2021-06-28,2021-07-04,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.1294,0.961,1.0,,100.0,0,27.73,0,,0,0
2021-03-30,2021-06-27,2021-06-28,2021-07-04,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.5075,0.961,1.0,,100.0,0,27.6,1,,0,0
2021-04-29,2021-07-27,2021-07-28,2021-08-03,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,1.005,0.917,,100.0,0,64.86,0,,0,0
2021-04-29,2021-07-27,2021-07-28,2021-08-03,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.1692,0.957,0.995,,100.0,0,27.35,0,,0,0
2021-04-29,2021-07-27,2021-07-28,2021-08-03,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.5174,0.946,1.0,,28.6,0,24.84,1,,0,0
2021-05-29,2021-08-26,2021-08-27,2021-09-02,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,0.997,0.992,,100.0,0,59.71,0,,1,1
2021-05-29,2021-08-26,2021-08-27,2021-09-02,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.4527,0.933,1.0,,28.6,0,22.48,1,,0,0
2021-05-29,2021-08-26,2021-08-27,2021-09-02,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.9701,0.95,1.0,,100.0,0,25.69,0,,0,0
2021-06-28,2021-09-25,2021-09-26,2021-10-02,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,0.88,1.0,,100.0,0,46.98,0,,1,1
2021-06-28,2021-09-25,2021-09-26,2021-10-02,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.2388,0.856,0.997,,100.0,0,22.73,0,,0,0
2021-06-28,2021-09-25,2021-09-26,2021-10-02,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.4677,0.853,1.0,,0.0,0,19.7,1,,0,0
2021-07-28,2021-10-25,2021-10-26,2021-11-01,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,0.796,1.0,,100.0,0,35.32,0,,1,1
2021-07-28,2021-10-25,2021-10-26,2021-11-01,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.1841,0.848,1.0,,100.0,0,20.27,0,,0,0
2021-07-28,2021-10-25,2021-10-26,2021-11-01,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.5025,0.86,1.0,,0.0,0,18.51,1,,0,0
2021-08-27,2021-11-24,2021-11-25,2021-12-01,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,1.019,1.0,,100.0,0,46.84,0,,1,1
2021-08-27,2021-11-24,2021-11-25,2021-12-01,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.1841,0.915,1.0,,100.0,0,18.45,0,,0,0
2021-08-27,2021-11-24,2021-11-25,2021-12-01,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.5224,0.878,1.0,,28.6,0,16.26,1,,0,0
2021-09-26,2021-12-24,2021-12-25,2021-12-31,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador mixto con convocatoria,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-0.509,0.0,,85.7,0,-55.02,0,,0,0
2021-09-26,2021-12-24,2021-12-25,2021-12-31,MEDIANO,Comercializador regulado,3,3,"Trader no regulado,Trader no regulado,Trader no regulado",0.2338,0.185,0.992,,100.0,0,8.2,0,,0,0
2021-09-26,2021-12-24,2021-12-25,2021-12-31,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.4925,-0.244,1.0,,0.0,0,-10.78,1,,0,0
2021-10-26,2022-01-23,2022-01-24,2022-01-30,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-0.656,0.0,,100.0,0,-44.68,0,,0,0
2021-10-26,2022-01-23,2022-01-24,2022-01-30,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.2687,-0.45,0.003,,100.0,0,-9.91,0,,0,0
2021-10-26,2022-01-23,2022-01-24,2022-01-30,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,-1.332,1.0,,42.9,0,-29.7,1,,0,0
2021-11-25,2022-02-22,2022-02-23,2022-03-01,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader no regulado",0.2587,0.096,0.696,,14.3,0,1.35,0,,0,0
2021-11-25,2022-02-22,2022-02-23,2022-03-01,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,2.974,1.0,,28.6,0,-3.9,1,,0,0
2021-11-25,2022-02-22,2022-02-23,2022-03-01,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",1.0,-0.146,0.041,,71.4,0,-2.35,0,,0,0
